"VOTED2014","Young.Hispanic.Status","ID.Number","Voter.Status","Voted.11.2012","Voted.Gen..Elec..09.2010","Voted.Gen..Elec..07.2008","Number.General.Elections","Hispanic.Surname","Young.Voter","Eligible.2012","Eligible.2010","Eligible.2008","Young.in.2012","Young.in.2010","Young.in.2008","Voter.Category","type","ID","control","post","flyer","LOWPROP","city","zip","U_S__CONGRESS","byear"
"4419",0,"non_y_non_h",325389,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",325389,0,1,0,1,"DALLAS",75216,30,1935
"4500",0,"non_y_non_h",328044,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",328044,0,1,0,1,"DALLAS",75216,30,1911
"4514",0,"non_y_non_h",328424,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",328424,0,1,0,1,"DALLAS",75216,30,1911
"4531",0,"non_y_non_h",328927,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",328927,0,1,0,1,"DALLAS",75216,30,1911
"4613",0,"non_y_h",331574,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",331574,0,1,0,1,"DALLAS",75216,30,1928
"4655",0,"non_y_non_h",333099,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",333099,0,1,0,1,"DALLAS",75216,30,1931
"4701",0,"non_y_non_h",334839,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",334839,0,1,0,1,"DALLAS",75216,30,1911
"4715",0,"non_y_non_h",335110,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",335110,0,1,0,1,"DALLAS",75216,30,1911
"4778",0,"non_y_non_h",336545,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",336545,0,1,0,1,"DALLAS",75237,30,1937
"4938",0,"non_y_non_h",341746,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",341746,0,1,0,1,"MESQUITE",75150,5,1946
"5047",0,"non_y_non_h",347347,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",347347,0,1,0,1,"DALLAS",75217,30,1911
"5054",0,"non_y_h",347574,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",347574,0,1,0,1,"GRAND PRAIRIE",75051,33,1948
"5061",0,"non_y_h",347803,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",347803,0,1,0,1,"DALLAS",75217,30,1911
"5131",0,"non_y_non_h",353664,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",353664,0,1,0,1,"DALLAS",75228,30,1930
"5133",0,"non_y_non_h",354041,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",354041,0,1,0,1,"DALLAS",75217,30,1932
"5138",0,"non_y_h",354402,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",354402,0,1,0,1,"DALLAS",75217,30,1949
"5163",0,"non_y_non_h",355899,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",355899,0,1,0,1,"DALLAS",75217,30,1911
"5177",0,"non_y_non_h",356459,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",356459,0,1,0,1,"DALLAS",75217,30,1911
"5226",0,"non_y_non_h",361150,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",361150,0,1,0,1,"DALLAS",75218,5,1920
"5275",0,"non_y_non_h",365501,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",365501,0,1,0,1,"DALLAS",75224,33,1953
"5297",0,"non_y_h",368257,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",368257,0,1,0,1,"DALLAS",75218,5,1929
"5346",0,"non_y_h",373341,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",373341,0,1,0,1,"DALLAS",75219,30,1954
"5374",0,"non_y_non_h",381011,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",381011,0,1,0,1,"DALLAS",75220,33,1929
"5399",0,"non_y_h",383210,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",383210,0,1,0,1,"DALLAS",75220,33,1911
"5487",0,"non_y_non_h",394226,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",394226,0,1,0,1,"DALLAS",75223,30,1911
"5493",0,"non_y_non_h",395644,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",395644,0,1,0,1,"DALLAS",75224,33,1921
"5519",0,"non_y_non_h",398365,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",398365,0,1,0,1,"DALLAS",75224,33,1931
"5548",0,"non_y_non_h",400440,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",400440,0,1,0,1,"DALLAS",75224,33,1929
"5568",0,"non_y_non_h",402666,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",402666,0,1,0,1,"DALLAS",75230,32,1924
"5577",0,"non_y_non_h",403640,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",403640,0,1,0,1,"DALLAS",75224,33,1911
"5583",0,"non_y_non_h",404149,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",404149,0,1,0,1,"DALLAS",75224,30,1911
"5638",0,"non_y_non_h",407742,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",407742,0,1,0,1,"DALLAS",75225,32,1921
"5639",0,"non_y_non_h",407820,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",407820,0,1,0,1,"DALLAS",75225,32,1925
"5684",1,"non_y_non_h",414145,"A",0,1,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",414145,0,1,0,1,"DALLAS",75225,32,1939
"5715",0,"non_y_non_h",417541,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",417541,0,1,0,1,"DALLAS",75225,32,1924
"5809",0,"non_y_non_h",425033,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",425033,0,1,0,1,"MESQUITE",75149,5,1946
"5897",0,"non_y_non_h",432196,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",432196,0,1,0,1,"DALLAS",75228,5,1911
"5959",0,"non_y_non_h",436412,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",436412,0,1,0,1,"DALLAS",75228,30,1954
"6010",0,"non_y_non_h",439456,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",439456,0,1,0,1,"DALLAS",75228,5,1931
"6034",0,"non_y_non_h",440301,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",440301,0,1,0,1,"DALLAS",75228,5,1929
"6051",0,"non_y_non_h",441565,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",441565,0,1,0,1,"DALLAS",75228,5,1928
"6115",0,"non_y_non_h",444776,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",444776,0,1,0,1,"DALLAS",75228,30,1935
"6142",0,"non_y_non_h",446592,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",446592,0,1,0,1,"DALLAS",75228,30,1929
"6204",0,"non_y_non_h",450434,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",450434,0,1,0,1,"DALLAS",75228,30,1957
"6247",1,"non_y_non_h",453835,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",453835,0,1,0,1,"DALLAS",75229,24,1936
"6258",0,"non_y_non_h",455054,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",455054,0,1,0,1,"DALLAS",75233,30,1930
"6360",0,"non_y_non_h",464653,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",464653,0,1,0,1,"DALLAS",75229,24,1911
"6410",0,"non_y_non_h",469127,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",469127,0,1,0,1,"DALLAS",75229,32,1927
"6486",0,"non_y_non_h",477634,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",477634,0,1,0,1,"RICHARDSON",75081,32,1941
"6509",0,"non_y_non_h",481333,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",481333,0,1,0,1,"DALLAS",75225,32,1926
"6515",0,"non_y_non_h",481568,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",481568,0,1,0,1,"DALLAS",75205,32,1911
"6564",0,"non_y_non_h",486266,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",486266,0,1,0,1,"DALLAS",75243,32,1927
"6633",0,"non_y_non_h",492706,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",492706,0,1,0,1,"DALLAS",75231,5,1919
"6687",0,"non_y_non_h",497432,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",497432,0,1,0,1,"DALLAS",75232,30,1924
"6758",0,"non_y_non_h",503944,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",503944,0,1,0,1,"DALLAS",75232,30,1937
"6791",0,"non_y_non_h",505794,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",505794,0,1,0,1,"LANCASTER",75134,30,1939
"6837",0,"non_y_h",509623,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",509623,0,1,0,1,"DALLAS",75233,33,1951
"6862",0,"non_y_non_h",511598,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",511598,0,1,0,1,"GRAND PRAIRIE",75052,30,1953
"6864",0,"non_y_non_h",511613,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",511613,0,1,0,1,"DALLAS",75233,30,1921
"6865",0,"non_y_non_h",511665,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",511665,0,1,0,1,"DALLAS",75233,30,1911
"6928",0,"non_y_non_h",515265,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",515265,0,1,0,1,"FARMERS BRANCH",75234,24,1924
"7025",0,"non_y_non_h",523104,"A",0,1,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",523104,0,1,0,1,"FARMERS BRANCH",75234,24,1911
"7041",0,"non_y_non_h",523655,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",523655,0,1,0,1,"DALLAS",75220,24,1952
"7061",0,"non_y_non_h",525319,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",525319,0,1,0,1,"DALLAS",75234,24,1928
"7092",0,"non_y_non_h",529429,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",529429,0,1,0,1,"FARMERS BRANCH",75234,24,1920
"7129",0,"non_y_h",532947,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",532947,0,1,0,1,"DALLAS",75235,33,1936
"7168",0,"non_y_h",535845,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",535845,0,1,0,1,"DALLAS",75235,32,1911
"7173",0,"non_y_h",535890,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",535890,0,1,0,1,"DALLAS",75235,32,1939
"7205",0,"non_y_non_h",539334,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",539334,0,1,0,1,"DALLAS",75231,5,1927
"7216",0,"non_y_non_h",540001,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",540001,0,1,0,1,"DALLAS",75238,5,1911
"7220",0,"non_y_non_h",540481,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",540481,0,1,0,1,"DALLAS",75214,32,1931
"7415",0,"non_y_non_h",561160,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",561160,0,1,0,1,"RICHARDSON",75080,32,1911
"7426",0,"non_y_non_h",564883,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",564883,0,1,0,1,"DALLAS",75254,32,1911
"7451",0,"non_y_non_h",567286,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",567286,0,1,0,1,"DALLAS",75240,32,1935
"7534",0,"non_y_non_h",570305,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",570305,0,1,0,1,"DALLAS",75241,30,1911
"7574",0,"non_y_non_h",571158,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",571158,0,1,0,1,"DALLAS",75241,30,1911
"7591",0,"non_y_non_h",571331,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",571331,0,1,0,1,"DALLAS",75241,30,1927
"7608",0,"non_y_non_h",571667,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",571667,0,1,0,1,"DALLAS",75241,30,1923
"7714",0,"non_y_non_h",573672,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",573672,0,1,0,1,"DALLAS",75241,30,1947
"7716",0,"non_y_non_h",573675,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",573675,0,1,0,1,"DALLAS",75241,30,1911
"7756",0,"non_y_non_h",575002,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",575002,0,1,0,1,"DALLAS",75241,30,1933
"7760",0,"non_y_non_h",575220,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",575220,0,1,0,1,"DALLAS",75241,30,1924
"7845",0,"non_y_non_h",577878,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",577878,0,1,0,1,"DALLAS",75241,30,1936
"7880",0,"non_y_non_h",578773,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",578773,0,1,0,1,"DALLAS",75241,30,1944
"7891",1,"non_y_non_h",578890,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",578890,0,1,0,1,"DALLAS",75241,30,1930
"7896",0,"non_y_non_h",579103,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",579103,0,1,0,1,"DALLAS",75241,30,1940
"7907",0,"non_y_non_h",579315,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",579315,0,1,0,1,"DALLAS",75241,30,1911
"7918",0,"non_y_non_h",579697,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",579697,0,1,0,1,"DALLAS",75241,30,1936
"7954",0,"non_y_non_h",580724,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",580724,0,1,0,1,"DALLAS",75220,33,1928
"8048",0,"non_y_h",589799,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",589799,0,1,0,1,"DALLAS",75206,32,1940
"8060",0,"non_y_h",590982,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",590982,0,1,0,1,"GRAND PRAIRIE",75051,33,1933
"8085",0,"non_y_non_h",592501,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",592501,0,1,0,1,"DALLAS",75227,30,1919
"8102",0,"non_y_non_h",593356,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",593356,0,1,0,1,"DALLAS",75241,30,1936
"8119",0,"non_y_non_h",594794,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",594794,0,1,0,1,"GRAND PRAIRIE",75051,33,1955
"8131",0,"non_y_non_h",595585,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",595585,0,1,0,1,"IRVING",75062,24,1946
"8180",0,"non_y_non_h",598962,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",598962,0,1,0,1,"DALLAS",75241,30,1956
"8205",0,"non_y_non_h",600624,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",600624,0,1,0,1,"IRVING",75060,33,1957
"8210",0,"non_y_non_h",601326,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",601326,0,1,0,1,"GARLAND",75044,32,1957
"8221",0,"non_y_non_h",602158,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",602158,0,1,0,1,"DALLAS",75224,33,1957
"8289",0,"non_y_non_h",607720,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",607720,0,1,0,1,"DALLAS",75228,5,1937
"8353",0,"non_y_non_h",612902,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",612902,0,1,0,1,"IRVING",75060,33,1957
"8393",1,"non_y_non_h",615992,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",615992,0,1,0,1,"GARLAND",75043,32,1944
"8422",0,"non_y_non_h",618937,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",618937,0,1,0,1,"BALCH SPRINGS",75180,5,1934
"8454",0,"non_y_non_h",621274,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",621274,0,1,0,1,"DALLAS",75216,30,1957
"8503",0,"non_y_non_h",626892,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",626892,0,1,0,1,"DALLAS",75218,5,1944
"8568",0,"non_y_h",631917,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",631917,0,1,0,1,"DALLAS",75238,32,1937
"8654",0,"non_y_non_h",640313,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",640313,0,1,0,1,"DALLAS",75232,30,1945
"8681",0,"non_y_non_h",642686,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",642686,0,1,0,1,"MESQUITE",75150,5,1933
"8682",0,"non_y_h",642835,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",642835,0,1,0,1,"DALLAS",75206,32,1931
"8697",0,"non_y_non_h",643780,"A",0,1,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",643780,0,1,0,1,"DALLAS",75214,5,1916
"8782",0,"non_y_h",651676,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",651676,0,1,0,1,"DALLAS",75214,32,1945
"8810",0,"non_y_h",655292,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",655292,0,1,0,1,"DALLAS",75212,33,1949
"8823",0,"non_y_non_h",657340,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",657340,0,1,0,1,"FARMERS BRANCH",75234,24,1931
"8840",0,"non_y_non_h",659160,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",659160,0,1,0,1,"DALLAS",75216,30,1951
"8841",0,"non_y_non_h",659317,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",659317,0,1,0,1,"RICHARDSON",75081,32,1921
"8888",0,"non_y_non_h",662725,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",662725,0,1,0,1,"DALLAS",75217,30,1923
"8900",0,"non_y_non_h",663765,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",663765,0,1,0,1,"ROWLETT",75088,32,1958
"8934",0,"non_y_non_h",667054,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",667054,0,1,0,1,"DALLAS",75228,5,1956
"8936",0,"non_y_non_h",667458,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",667458,0,1,0,1,"DUNCANVILLE",75116,30,1934
"9046",0,"non_y_non_h",675531,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",675531,0,1,0,1,"DALLAS",75232,30,1946
"9097",0,"non_y_h",680813,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",680813,0,1,0,1,"DALLAS",75228,30,1944
"9110",1,"non_y_h",682100,"A",0,1,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",682100,0,1,0,1,"DALLAS",75224,33,1944
"9117",0,"non_y_non_h",683107,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",683107,0,1,0,1,"DALLAS",75211,33,1952
"9150",0,"non_y_h",685734,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",685734,0,1,0,1,"DALLAS",75228,30,1958
"9163",0,"non_y_h",686262,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",686262,0,1,0,1,"DALLAS",75233,33,1945
"9239",0,"non_y_h",689714,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",689714,0,1,0,1,"DALLAS",75217,30,1930
"9275",0,"non_y_h",693040,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",693040,0,1,0,1,"DALLAS",75217,30,1946
"9319",0,"non_y_non_h",696064,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",696064,0,1,0,1,"DALLAS",75217,30,1952
"9342",0,"non_y_h",697387,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",697387,0,1,0,1,"DALLAS",75206,32,1942
"9404",1,"non_y_non_h",701447,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",701447,0,1,0,1,"IRVING",75061,33,1946
"9422",0,"non_y_non_h",702265,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",702265,0,1,0,1,"RICHARDSON",75081,32,1941
"9451",0,"non_y_non_h",704626,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",704626,0,1,0,1,"DALLAS",75215,30,1941
"9516",0,"non_y_h",708516,"A",0,1,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",708516,0,1,0,1,"DALLAS",75208,33,1953
"9599",0,"non_y_non_h",715028,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",715028,0,1,0,1,"GARLAND",75043,32,1925
"9615",0,"non_y_non_h",716312,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",716312,0,1,0,1,"BALCH SPRINGS",75180,5,1958
"9616",0,"non_y_non_h",716378,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",716378,0,1,0,1,"DALLAS",75216,30,1958
"9656",0,"non_y_h",719068,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",719068,0,1,0,1,"DALLAS",75211,33,1930
"9674",1,"non_y_non_h",720085,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",720085,0,1,0,1,"BALCH SPRINGS",75180,5,1936
"9676",0,"non_y_non_h",720225,"A",1,0,0,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",720225,0,1,0,1,"BALCH SPRINGS",75180,5,1938
"9725",0,"non_y_h",724074,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",724074,0,1,0,1,"DALLAS",75224,33,1948
"9755",0,"non_y_non_h",725782,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",725782,0,1,0,1,"DALLAS",75208,33,1931
"9823",0,"non_y_non_h",730624,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",730624,0,1,0,1,"GARLAND",75043,5,1935
"9846",0,"non_y_non_h",732938,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",732938,0,1,0,1,"DALLAS",75212,33,1942
"9862",0,"non_y_h",734301,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",734301,0,1,0,1,"DALLAS",75208,33,1952
"9920",0,"non_y_h",738451,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",738451,0,1,0,1,"DALLAS",75218,5,1956
"9924",0,"non_y_non_h",738716,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_POST",738716,0,1,0,1,"DALLAS",75215,30,1957
"9945",1,"non_y_h",740136,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_POST",740136,0,1,0,1,"GARLAND",75042,32,1951
