"VOTED2014","Young.Hispanic.Status","ID.Number","Voter.Status","Voted.11.2012","Voted.Gen..Elec..09.2010","Voted.Gen..Elec..07.2008","Number.General.Elections","Hispanic.Surname","Young.Voter","Eligible.2012","Eligible.2010","Eligible.2008","Young.in.2012","Young.in.2010","Young.in.2008","Voter.Category","type","ID","control","post","flyer","LOWPROP","city","zip","U_S__CONGRESS","byear"
"210699",0,"non_y_h",3683815,"A",0,0,0,0,1,0,1,1,1,0,1,1,"Old Hispanic","Non_y_h_FLYER",3683815,0,0,1,1,"DALLAS",75220,33,1980
"210714",0,"y_h",3683880,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3683880,0,1,0,1,"DALLAS",75208,33,1990
"210738",1,"non_y_h",3683953,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3683953,0,0,1,1,"DALLAS",75253,5,1967
"210745",0,"non_y_non_h",3683975,"A",1,0,0,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_FLYER",3683975,0,0,1,1,"DALLAS",75217,30,1982
"210747",0,"y_h",3683980,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3683980,0,1,0,1,"FERRIS",75125,30,1989
"210807",0,"y_non_h",3684181,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684181,0,1,0,1,"GARLAND",75040,32,1990
"210812",0,"non_y_non_h",3684200,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3684200,0,0,1,1,"DALLAS",75253,30,1957
"210831",0,"non_y_h",3684282,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3684282,0,0,1,1,"DALLAS",75228,30,1955
"210832",0,"non_y_h",3684284,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3684284,0,0,1,1,"DALLAS",75246,30,1964
"210851",0,"y_h",3684374,"A",1,0,0,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3684374,0,1,0,1,"DALLAS",75211,33,1990
"210872",0,"non_y_non_h",3684440,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_FLYER",3684440,0,0,1,1,"DALLAS",75210,30,1983
"210882",0,"y_h",3684475,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3684475,0,1,0,1,"IRVING",75061,33,1989
"210890",0,"non_y_h",3684501,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3684501,0,0,1,1,"DALLAS",75217,30,1966
"210898",0,"y_non_h",3684522,"A",1,0,0,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684522,0,1,0,1,"IRVING",75060,33,1989
"210907",0,"y_non_h",3684561,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684561,0,1,0,1,"MESQUITE",75181,5,1989
"210909",0,"y_non_h",3684567,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684567,0,1,0,1,"ROWLETT",75088,32,1990
"210911",0,"y_h",3684570,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3684570,0,1,0,1,"DALLAS",75228,5,1987
"210924",0,"y_non_h",3684615,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684615,0,1,0,1,"DALLAS",75211,33,1989
"210937",0,"y_non_h",3684671,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684671,0,1,0,1,"FARMERS BRANCH",75234,24,1988
"210958",0,"y_non_h",3684756,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684756,0,1,0,1,"SEAGOVILLE",75159,5,1989
"210971",0,"y_h",3684826,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3684826,0,1,0,1,"DALLAS",75223,30,1989
"210984",0,"non_y_h",3684866,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3684866,0,0,1,1,"CEDAR HILL",75104,30,1955
"210993",0,"y_non_h",3684893,"A",1,0,0,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3684893,0,1,0,1,"CEDAR HILL",75104,30,1990
"211028",0,"y_h",3685022,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3685022,0,1,0,1,"DALLAS",75235,33,1990
"211034",0,"non_y_h",3685031,"A",0,0,1,1,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3685031,0,1,0,1,"DALLAS",75224,33,1984
"211044",0,"y_h",3685082,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3685082,0,1,0,1,"DALLAS",75248,24,1989
"211048",0,"y_non_h",3685096,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3685096,0,1,0,1,"ROWLETT",75088,32,1990
"211058",0,"y_non_h",3685138,"A",1,0,0,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3685138,0,1,0,1,"DALLAS",75218,5,1990
"211059",0,"y_non_h",3685140,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3685140,0,1,0,1,"DALLAS",75229,24,1990
"211113",0,"y_h",3685383,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3685383,0,1,0,1,"DALLAS",75224,33,1985
"211184",0,"non_y_non_h",3685633,"A",0,0,1,1,0,0,1,1,1,0,0,1,"Old Not Hispanic","Non_y_non_h_FLYER",3685633,0,0,1,1,"LANCASTER",75146,30,1979
"211219",0,"y_h",3685798,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3685798,0,1,0,1,"DALLAS",75243,32,1987
"211221",0,"non_y_h",3685802,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3685802,0,0,1,1,"DALLAS",75217,30,1972
"211276",0,"y_h",3686006,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3686006,0,1,0,1,"DALLAS",75241,30,1990
"211293",0,"non_y_h",3686069,"A",0,0,0,0,1,0,1,1,1,1,1,1,"Old Hispanic","Y_H_POST",3686069,0,1,0,1,"DALLAS",75228,30,1984
"211316",1,"y_non_h",3686168,"A",1,0,0,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3686168,0,1,0,1,"RICHARDSON",75081,32,1990
"211340",0,"non_y_h",3686261,"A",0,0,1,1,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3686261,0,0,1,1,"CARROLLTON",75006,24,1983
"211406",0,"y_h",3686509,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3686509,0,1,0,1,"MESQUITE",75150,5,1990
"211412",0,"y_h",3686549,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3686549,0,1,0,1,"DALLAS",75233,30,1990
"211437",0,"y_h",3686650,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3686650,0,1,0,1,"IRVING",75062,24,1990
"211446",0,"y_non_h",3686688,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3686688,0,1,0,1,"DALLAS",75211,33,1985
"211464",0,"y_non_h",3686723,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3686723,0,1,0,1,"GRAND PRAIRIE",75052,30,1989
"211469",0,"y_h",3686745,"A",1,0,0,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3686745,0,1,0,1,"COPPELL",75019,24,1990
"211486",1,"non_y_h",3686812,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3686812,0,0,1,1,"DALLAS",75209,32,1975
"211489",0,"non_y_non_h",3686831,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3686831,0,0,1,1,"CARROLLTON",75006,24,1956
"211493",0,"non_y_h",3686842,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3686842,0,0,1,1,"IRVING",75062,24,1967
"211500",0,"non_y_non_h",3686890,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3686890,0,0,1,1,"DALLAS",75204,30,1940
"211507",0,"y_h",3686903,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3686903,0,1,0,1,"GRAND PRAIRIE",75051,33,1988
"211518",0,"non_y_h",3686945,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3686945,0,0,1,1,"MESQUITE",75150,5,1968
"211531",0,"y_non_h",3687001,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3687001,0,1,0,1,"RICHARDSON",75081,32,1990
"211544",0,"non_y_non_h",3687073,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3687073,0,0,1,1,"IRVING",75063,24,1970
"211555",0,"non_y_h",3687105,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3687105,0,0,1,1,"GRAND PRAIRIE",75052,30,1969
"211556",0,"non_y_h",3687106,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3687106,0,0,1,1,"GRAND PRAIRIE",75052,30,1968
"211601",0,"y_non_h",3687289,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3687289,0,1,0,1,"DALLAS",75220,24,1990
"211603",0,"non_y_non_h",3687299,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3687299,0,1,0,1,"DESOTO",75115,30,1984
"211645",0,"y_non_h",3687458,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3687458,0,1,0,1,"IRVING",75062,24,1987
"211684",0,"y_h",3687616,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3687616,0,1,0,1,"DALLAS",75216,30,1988
"211685",0,"y_h",3687617,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3687617,0,1,0,1,"GARLAND",75040,32,1988
"211697",0,"y_h",3687655,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3687655,0,1,0,1,"GARLAND",75042,32,1989
"211715",0,"non_y_h",3687740,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3687740,0,0,1,1,"DUNCANVILLE",75137,30,1964
"211753",0,"y_non_h",3687876,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3687876,0,1,0,1,"DALLAS",75227,30,1989
"211776",0,"y_non_h",3687937,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3687937,0,1,0,1,"DALLAS",75216,30,1987
"211802",0,"y_h",3688018,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688018,0,1,0,1,"IRVING",75038,24,1988
"211833",0,"y_h",3688105,"A",1,0,0,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688105,0,1,0,1,"DALLAS",75254,32,1988
"211835",0,"y_non_h",3688108,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3688108,0,1,0,1,"DALLAS",75230,32,1990
"211872",0,"y_non_h",3688246,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3688246,0,1,0,1,"DALLAS",75231,5,1987
"211875",0,"y_h",3688252,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688252,0,1,0,1,"DALLAS",75217,30,1990
"211894",0,"y_h",3688313,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688313,0,1,0,1,"SACHSE",75048,32,1990
"211900",0,"y_non_h",3688350,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3688350,0,1,0,1,"SACHSE",75048,32,1989
"211901",0,"y_h",3688351,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688351,0,1,0,1,"DALLAS",75229,24,1990
"211931",0,"y_non_h",3688454,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3688454,0,1,0,1,"DALLAS",75243,32,1989
"211936",0,"y_h",3688464,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688464,0,1,0,1,"DALLAS",75217,30,1987
"212019",0,"y_non_h",3688769,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3688769,0,1,0,1,"DALLAS",75227,30,1990
"212037",0,"y_h",3688826,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688826,0,1,0,1,"MESQUITE",75149,5,1986
"212054",0,"y_non_h",3688887,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3688887,0,1,0,1,"GARLAND",75043,32,1988
"212057",0,"y_h",3688896,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3688896,0,1,0,1,"MESQUITE",75149,5,1989
"212063",0,"non_y_non_h",3688921,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3688921,0,0,1,1,"DALLAS",75227,30,1974
"212123",0,"y_non_h",3689102,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3689102,0,1,0,1,"GARLAND",75043,32,1990
"212140",0,"y_h",3689159,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3689159,0,1,0,1,"DALLAS",75211,33,1990
"212166",0,"y_non_h",3689260,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3689260,0,1,0,1,"BALCH SPRINGS",75180,5,1987
"212168",0,"y_h",3689266,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3689266,0,1,0,1,"DALLAS",75209,32,1989
"212184",0,"non_y_h",3689326,"A",1,0,0,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3689326,0,0,1,1,"IRVING",75038,24,1947
"212193",0,"non_y_non_h",3689351,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3689351,0,0,1,1,"DALLAS",75231,5,1973
"212210",0,"non_y_non_h",3689406,"A",0,0,0,0,0,0,1,1,1,0,0,1,"Old Not Hispanic","Non_y_non_h_FLYER",3689406,0,0,1,1,"DALLAS",75232,30,1979
"212228",0,"y_non_h",3689499,"A",1,0,0,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3689499,0,1,0,1,"MESQUITE",75150,5,1990
"212252",0,"non_y_non_h",3689607,"A",1,0,0,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Y_non_h_POST",3689607,0,1,0,1,"RICHARDSON",75081,32,1984
"212271",0,"non_y_non_h",3689659,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3689659,0,0,1,1,"DALLAS",75243,32,1970
"212293",1,"y_non_h",3689738,"A",1,0,0,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3689738,0,1,0,1,"DALLAS",75214,32,1990
"212331",0,"non_y_h",3689889,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3689889,0,0,1,1,"CARROLLTON",75006,24,1952
"212355",0,"non_y_h",3689966,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3689966,0,0,1,1,"DALLAS",75254,24,1962
"212360",0,"y_h",3689995,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3689995,0,1,0,1,"DALLAS",75223,32,1990
"212454",0,"y_non_h",3690405,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3690405,0,1,0,1,"ROWLETT",75089,32,1990
"212498",0,"non_y_h",3690591,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3690591,0,0,1,1,"CARROLLTON",75006,24,1953
"212515",0,"non_y_non_h",3690666,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3690666,0,0,1,1,"DALLAS",75237,30,1959
"212516",0,"y_h",3690670,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3690670,0,1,0,1,"IRVING",75060,33,1990
"212518",0,"y_non_h",3690674,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3690674,0,1,0,1,"DALLAS",75216,30,1988
"212533",0,"y_non_h",3690753,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3690753,0,1,0,1,"DALLAS",75206,32,1988
"212563",0,"y_h",3690903,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3690903,0,1,0,1,"IRVING",75060,33,1990
"212578",0,"y_h",3691003,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691003,0,1,0,1,"DALLAS",75220,24,1988
"212593",0,"y_h",3691081,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691081,0,1,0,1,"DALLAS",75216,30,1985
"212635",0,"non_y_non_h",3691264,"A",0,0,1,1,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_FLYER",3691264,0,0,1,1,"SEAGOVILLE",75159,5,1982
"212657",0,"y_h",3691379,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691379,0,1,0,1,"CEDAR HILL",75104,30,1990
"212664",0,"non_y_h",3691407,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3691407,0,0,1,1,"DALLAS",75243,32,1942
"212665",0,"non_y_h",3691414,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3691414,0,0,1,1,"DALLAS",75216,30,1972
"212672",0,"non_y_non_h",3691425,"A",0,0,0,0,0,0,1,1,1,1,1,1,"Old Not Hispanic","Non_y_non_h_FLYER",3691425,0,0,1,1,"BALCH SPRINGS",75180,5,1983
"212674",0,"non_y_non_h",3691432,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3691432,0,0,1,1,"CEDAR HILL",75104,30,1976
"212675",0,"y_h",3691436,"A",1,0,0,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691436,0,1,0,1,"GARLAND",75043,32,1990
"212679",0,"y_h",3691443,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691443,0,1,0,1,"CEDAR HILL",75104,30,1990
"212714",0,"non_y_h",3691544,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3691544,0,0,1,1,"GRAND PRAIRIE",75052,30,1973
"212744",0,"y_h",3691639,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691639,0,1,0,1,"DUNCANVILLE",75116,30,1990
"212749",0,"y_h",3691660,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691660,0,1,0,1,"DALLAS",75220,33,1990
"212754",0,"y_non_h",3691696,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3691696,0,1,0,1,"DALLAS",75208,30,1990
"212780",0,"y_non_h",3691812,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3691812,0,1,0,1,"DALLAS",75230,32,1990
"212801",0,"y_non_h",3691912,"A",1,0,0,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3691912,0,1,0,1,"DALLAS",75204,30,1985
"212803",0,"y_h",3691919,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691919,0,1,0,1,"DALLAS",75228,5,1990
"212804",0,"non_y_h",3691921,"A",0,0,0,0,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3691921,0,0,1,1,"FARMERS BRANCH",75234,24,1971
"212817",0,"y_h",3691962,"A",1,0,0,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3691962,0,1,0,1,"DALLAS",75227,30,1990
"212818",0,"y_non_h",3691967,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3691967,0,1,0,1,"IRVING",75062,24,1990
"212831",0,"non_y_h",3692026,"A",1,0,0,1,1,0,1,1,1,0,0,1,"Old Hispanic","Non_y_h_FLYER",3692026,0,0,1,1,"DUNCANVILLE",75116,30,1978
"212851",0,"y_non_h",3692092,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3692092,0,1,0,1,"DALLAS",75218,5,1985
"212857",0,"y_h",3692130,"A",1,0,0,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3692130,0,1,0,1,"IRVING",75062,24,1987
"212861",0,"y_h",3692151,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3692151,0,1,0,1,"SACHSE",75048,32,1990
"212883",0,"y_h",3692282,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3692282,0,1,0,1,"DALLAS",75224,30,1986
"212897",0,"non_y_non_h",3692318,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3692318,0,0,1,1,"DALLAS",75229,24,1969
"212909",0,"y_h",3692349,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3692349,0,1,0,1,"DALLAS",75211,33,1990
"212933",0,"non_y_h",3692427,"A",0,0,1,1,1,0,1,1,1,0,0,0,"Old Hispanic","Non_y_h_FLYER",3692427,0,0,1,1,"DALLAS",75236,30,1949
"212937",0,"y_non_h",3692440,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3692440,0,1,0,1,"DALLAS",75232,30,1990
"212946",0,"y_non_h",3692491,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3692491,0,1,0,1,"DALLAS",75248,32,1990
"212968",0,"y_h",3692580,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3692580,0,1,0,1,"DALLAS",75228,30,1988
"212995",0,"y_non_h",3692673,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3692673,0,1,0,1,"IRVING",75062,24,1989
"212996",0,"non_y_non_h",3692674,"A",0,0,0,0,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3692674,0,0,1,1,"IRVING",75061,33,1976
"213000",0,"y_h",3692689,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3692689,0,1,0,1,"DALLAS",75217,30,1989
"213030",0,"y_non_h",3692809,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3692809,0,1,0,1,"DALLAS",75220,33,1990
"213032",0,"y_h",3692816,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3692816,0,1,0,1,"DALLAS",75228,5,1990
"213084",0,"y_non_h",3693039,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3693039,0,1,0,1,"CEDAR HILL",75104,30,1989
"213086",0,"y_h",3693043,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3693043,0,1,0,1,"GARLAND",75043,32,1988
"213089",0,"y_non_h",3693048,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3693048,0,1,0,1,"MESQUITE",75149,5,1990
"213103",0,"y_non_h",3693115,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3693115,0,1,0,1,"DESOTO",75115,30,1990
"213120",0,"y_h",3693185,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3693185,0,1,0,1,"DALLAS",75211,33,1989
"213123",0,"non_y_non_h",3693198,"A",0,0,1,1,0,0,1,1,1,0,0,0,"Old Not Hispanic","Non_y_non_h_FLYER",3693198,0,0,1,1,"DALLAS",75251,32,1936
"213134",0,"y_h",3693235,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3693235,0,1,0,1,"IRVING",75062,24,1989
"213145",0,"y_non_h",3693300,"A",0,0,1,1,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3693300,0,1,0,1,"DALLAS",75236,30,1986
"213155",0,"non_y_non_h",3693353,"A",0,0,0,0,0,0,1,1,1,0,1,1,"Old Not Hispanic","Non_y_non_h_FLYER",3693353,0,0,1,1,"DALLAS",75208,30,1981
"213162",0,"non_y_h",3693380,"A",1,0,0,1,1,0,1,1,1,1,1,1,"Old Hispanic","Non_y_h_FLYER",3693380,0,0,1,1,"DALLAS",75204,32,1983
"213164",0,"non_y_non_h",3693385,"A",0,0,0,0,0,0,1,1,1,0,0,1,"Old Not Hispanic","Non_y_non_h_FLYER",3693385,0,0,1,1,"DALLAS",75218,5,1979
"213166",0,"y_h",3693394,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3693394,0,1,0,1,"DALLAS",75253,30,1989
"213208",0,"y_non_h",3693532,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3693532,0,1,0,1,"GARLAND",75041,32,1988
"213259",0,"y_h",3693712,"A",0,0,0,0,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3693712,0,1,0,1,"DALLAS",75216,30,1990
"213308",0,"y_h",3693896,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3693896,0,1,0,1,"DALLAS",75227,30,1990
"213320",0,"y_non_h",3693954,"A",0,0,0,0,0,1,1,1,1,1,1,1,"Young Not Hispanic","Y_non_h_POST",3693954,0,1,0,1,"DALLAS",75227,30,1989
"213322",0,"y_h",3693960,"A",0,0,1,1,1,1,1,1,1,1,1,1,"Young Hispanic","Y_H_POST",3693960,0,1,0,1,"GARLAND",75040,32,1990
